ID;LONG;LAT;SETCENS;AREAP;CODDIST;DISTRITO;CODSUBPREF;SUBPREF;REGIAO5;REGIAO8;NOME;ESPACO;ENDERECO;TELEFONE;BAIRRO;CEP;CT_TIPO;CT_DEPADM;INAUGURACAO;ASSENTOS
527;-46,656912;-23,548703;355030826000013;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Museu da Farmßcia;;R Itacolomi, 601;3257-4746;Higien¾polis;;5;4;1988;
529;-46,649623;-23,542274;355030826000077;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Museu da Irmandade da Santa Casa de Miseric¾rdia;;R Dr Cesßrio Motta Jr, 112;2176-7000;Vila Buarque;;5;4;;
531;-46,662500;-23,544296;355030826000007;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Museu de Arte Brasileira;;R Alagoas, 903;3662-7198;Higien¾polis;;5;4;;
535;-46,649623;-23,542274;355030826000077;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Museu de CiÛncias FarmacÚuticas Paulo Queiroz Marques (Santa Casa);;R Dr Cesßrio Motta Jr, 112;3814-4105;Vila Buarque;;5;4;;
584;-46,648772;-23,544521;355030826000098;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Biblioteca Monteiro Lobato;Sala de VÝdeo;R Gal Jardim, 485;3256-4122/3256-4438;Vila Buarque;;7;1;;80
645;-46,658194;-23,555827;355030826000092;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Espaþo Unibanco Augusta;Sala 2;R Augusta, 1.470 /1.475;3288-6780;Bela Vista;;7;4;;240
646;-46,658194;-23,555827;355030826000092;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Espaþo Unibanco Augusta;Sala 1;R Augusta, 1.470 /1.475;3288-6780;Bela Vista;;7;4;;268
647;-46,658194;-23,555827;355030826000092;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Espaþo Unibanco Augusta;Sala 3;R Augusta, 1.470 /1.475;3288-6780;Bela Vista;;7;4;;189
648;-46,658194;-23,555827;355030826000092;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Espaþo Unibanco Augusta;Sala 5;R Augusta, 1.470 /1.475;3287-5590;Bela Vista;;7;4;;51
649;-46,658194;-23,555827;355030826000092;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Espaþo Unibanco Augusta;Sala 4;R Augusta, 1.470 /1.475;3287-5590;Bela Vista;;7;4;;107
650;-46,662500;-23,544296;355030826000007;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Faap;;R Alagoas, 903;3662-1662/;ConsolaþÒo;;7;4;;304
707;-46,658870;-23,557879;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Playarte Bristol;Sala 7;Av Paulista, 2.064;3289-0509;Bela Vista;;7;4;;115
708;-46,658870;-23,557879;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Playarte Bristol;Sala 6;Av Paulista, 2.064;3289-0509;Bela Vista;;7;4;;242
709;-46,658870;-23,557879;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Playarte Bristol;Sala 5;Av Paulista, 2.064;3289-0509;Bela Vista;;7;4;;133
710;-46,658870;-23,557879;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Playarte Bristol;Sala 4;Av Paulista, 2.064;3289-0509;Bela Vista;;7;4;;177
711;-46,658870;-23,557879;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Playarte Bristol;Sala 3;Av Paulista, 2.064;3289-0509;Bela Vista;;7;4;;144
712;-46,658870;-23,557879;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Playarte Bristol;Sala 2;Av Paulista, 2.064;3289-0509;Bela Vista;;7;4;;144
713;-46,658870;-23,557879;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Playarte Bristol;Sala 1;Av Paulista, 2.064;3289-0509;Bela Vista;;7;4;;444
726;-46,650872;-23,545893;355030826000081;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Sala Maria Ant¶nia;;R Maria Ant¶nia, 283;3211-0069;Vila Buarque;;7;4;;
874;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Shopping Pßtio Higien¾polis (Cinemark);Sala 6;Av Higien¾polis, 646;3823-2875;ConsolaþÒo;;7;4;;239
875;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Shopping Pßtio Higien¾polis (Cinemark);Sala 5;Av Higien¾polis, 646;3823-2875;ConsolaþÒo;;7;4;;229
876;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Shopping Pßtio Higien¾polis (Cinemark);Sala 4;Av Higien¾polis, 646;3823-2875;ConsolaþÒo;;7;4;;105
877;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Shopping Pßtio Higien¾polis (Cinemark);Sala 3;Av Higien¾polis, 646;3823-2875;ConsolaþÒo;;7;4;;127
878;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Shopping Pßtio Higien¾polis (Cinemark);Sala 2;Av Higien¾polis, 646;3823-2875;ConsolaþÒo;;7;4;;135
879;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Shopping Pßtio Higien¾polis (Cinemark);Sala 1;Av Higien¾polis, 646;3823-2875;ConsolaþÒo;;7;4;;131
965;-46,650484;-23,545596;355030826000057;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;TUSP;;R Maria Ant¶nia, 294 -1? andar;3255-7182;Vila Buarque;;8;2;;140
970;-46,648772;-23,544521;355030826000098;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Biblioteca Monteiro Lobato;;R Gal Jardim, 485;3256-4122;Vila Buarque;;8;4;;200
975;-46,649602;-23,545433;355030826000058;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;CafÚ Teatro e Cia.;;R Dr Vila Nova, 241;3214-0835;Vila Buarque;;8;4;;80
991;-46,648691;-23,550524;355030826000083;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Club Noir;;R Augusta,331;3255-8448;;;8;4;;42
993;-46,655432;-23,553820;355030826000106;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Comedians;;R Augusta, 1129;2615-1129;ConsolaþÒo;;8;4;;300
998;-46,655924;-23,543594;355030826000023;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Cultura Inglesa Higien¾polis;Audit¾rio;Av Higien¾polis, 449;3826-4322;ConsolaþÒo;;8;4;;100
1032;-46,650713;-23,552078;355030826000085;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;EstaþÒo Caneca;;R Frei Caneca, 384;3151-4141;ConsolaþÒo;;8;4;;40
1033;-46,662500;-23,544296;355030826000007;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Faap;Teatro;R Alagoas, 903;3662-7233;Pacaembu;;8;4;;506
1048;-46,648625;-23,550701;355030826000083;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;O Lugar;Sala Azul;R Augusta,325;3237-3224;ConsolaþÒo;;8;4;;70
1049;-46,657453;-23,541998;355030826000049;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;MAM Higien¾polis;;Av Higien¾polis, 698;3662-5052;Higien¾polis;;8;4;;45
1066;-46,649783;-23,545570;355030826000058;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;SESC ConsolaþÒo;Espaþo CPT (Central de Pesquisas Teatral);R Dr Vila Nova, 245;3234-3000;ConsolaþÒo;;8;4;;70
1067;-46,649783;-23,545570;355030826000058;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;SESC ConsolaþÒo;Sala Èmega;R Dr Vila Nova, 245;3234-3000;ConsolaþÒo;;8;4;;70
1068;-46,649783;-23,545570;355030826000058;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;SESC ConsolaþÒo;Teatro Anchieta;R Dr Vila Nova, 245;3234-3000;ConsolaþÒo;;8;4;;328
1076;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Shopping Pßtio Higien¾polis - Livraria da Vila;Teatro;Av Higien¾polis, 618;3660-0230;ConsolaþÒo;;8;4;;60
1096;-46,654140;-23,552976;355030826000087;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Teatro Augusta;Sala Nobre;R Augusta, 943;3151-4141;Cerqueira CÚsar;;8;4;;326
1097;-46,654140;-23,552976;355030826000087;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Teatro Augusta;Sala Experimental;R Augusta, 943;3151-4141;Cerqueira CÚsar;;8;4;;80
1105;-46,655527;-23,551049;355030826000123;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Centro Internacional de Teatro - Ecum;Sala 2;R da ConsolaþÒo, 1623;3255-5922;ConsolaþÒo;;8;4;;100
1106;-46,655527;-23,551049;355030826000123;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Centro Internacional de Teatro - Ecum;Sala 1;R da ConsolaþÒo, 1623;3255-5922;ConsolaþÒo;;8;4;;134
1107;-46,655527;-23,551049;355030826000123;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Centro Internacional de Teatro - Ecum;Sala 3;R da ConsolaþÒo, 1623;3255-5922;ConsolaþÒo;;8;4;;50
1108;-46,652501;-23,548516;355030826000032;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Teatro Commune;;R da ConsolaþÒo, 1218;3129-7077;ConsolaþÒo;;8;4;;110
1136;-46,657023;-23,541742;355030826000050;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Teatro Folha (Shopping Pßtio Higien¾polis);;Av Higien¾polis, 618 - piso 2;3823-2323;Higien¾polis;;8;4;;305
1148;-46,647126;-23,548485;355030826000102;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Teatro Lucas Pardo Filho;;R Gravatai, 47;3862-9403;ConsolaþÒo;;8;4;;270
1159;-46,647570;-23,542764;355030826000094;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Teatro Paiol;;R Amaral Gurgel, 164;3221-2462/;Vila Buarque;;8;4;;242
1181;-46,650484;-23,545596;355030826000057;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Tusp - Sala PlÝnio Marcos;;R Maria Ant¶nia, 294;3255-7182;Vila Buarque;;8;4;;45
1189;-46,650700;-23,552089;355030826000085;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Teatro e Bar CemitÚrio de Autom¾veis;;R Frei Caneca, 384;2371-5783;ConsolaþÒo;;8;4;;40
1221;-46,657746;-23,554853;355030826000091;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Astronete;;R Matias Aires, 183-B,;3151-4568;ConsolaþÒo;;9;4;;160
1231;-46,648257;-23,546888;355030826000101;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Bar Sacode a Poeira;;R Maria Borba,77;3151-5068;Vila Buarque;;9;4;;150
1235;-46,651233;-23,551521;355030826000084;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Beco 203;;R Augusta, 609;2339-0351;ConsolaþÒo;;9;4;;700
1251;-46,652595;-23,547927;355030826000031;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;CafÚ Camalehon;;R PiauÝ, 103;3237-0225;Higien¾polis;;9;4;;150
1318;-46,657470;-23,553001;355030826000069;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Funhouse;;R Bela Cintra, 567;3259-3793;ConsolaþÒo;;9;4;;240
1321;-46,657096;-23,553056;355030826000069;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Geni;;R Bela Cintra, 539;3129-9638;ConsolaþÒo;;9;4;;250
1322;-46,660555;-23,552235;355030826000015;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Golden Cross Jazz Club;;Av AngÚlica, 2331;3255-3635;Centro;;9;4;;200
1333;-46,650435;-23,551273;355030826000084;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Inferno;;R Augusta, 511;3120-4140;ConsolaþÒo;;9;4;;500
1335;-46,658132;-23,543940;355030826000009;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Instituto Moreira Salles;;R Piaui, 844 -1 andar;3825-2560;Higien¾polis;;9;4;;130
1336;-46,650258;-23,551630;355030826000086;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Juke Joint;;R Frei Caneca, 304;3120-1229;ConsolaþÒo;;9;4;;200
1337;-46,656285;-23,552163;355030826000140;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Kabul;;R Pedro Taques, 124;8036-4997;ConsolaþÒo;;9;4;;200
1342;-46,653833;-23,550879;355030826000034;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Lady Hell;;R Bela Cintra, 124;7220-8543;ConsolaþÒo;;9;4;;150
1363;-46,663021;-23,553692;355030826000017;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Milo Garage;;R Minas Gerais,203;3129-8027;Higien¾polis;;9;4;;100
1378;-46,648625;-23,550701;355030826000083;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;O Lugar;;R Augusta, 325;3237-3224;Centro;;9;4;;70
1379;-46,649769;-23,550521;355030826000066;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Oasis Club;;R Augusta, 430;9771-2956;ConsolaþÒo;;9;4;;1000
1387;-46,650313;-23,550759;355030826000066;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Outs;;R Augusta, 486;3237-4940;Bela Vista;;9;4;;800
1407;-46,654713;-23,552676;355030826000067;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Santa Augusta;;R Augusta, 976;3255-9905;ConsolaþÒo;;9;4;;230
1411;-46,657190;-23,555635;355030826000107;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Sarajevo;;R Augusta, 1385;3253-4292;ConsolaþÒo;;9;4;;500
1430;-46,651045;-23,551283;355030826000084;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Studio SP Baixo Augusta;;R Augusta, 591;3129-7070;Centro;;9;4;;
1435;-46,656588;-23,554426;355030826000091;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Tapas Club;;R Augusta, 1.246;2574-1444;ConsolaþÒo;;9;4;;830
1447;-46,660555;-23,552235;355030826000015;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Tom Jazz;;Av AngÚlica,  2331;3255-0084;Santa Cecilia;;9;4;;200
1453;-46,652690;-23,552112;355030826000087;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Vegas;;R Augusta, 765;3031-3705;ConsolaþÒo;;9;4;;600
1479;-46,650484;-23,545596;355030826000057;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;Centro Universitßrio Maria Ant¶nia;;R Maria Ant¶nia, 294  - 2 andar;3237-1815;Vila Buarque;;11;2;;
1490;-46,658139;-23,557679;355030826000108;3550308005013;26;CONSOLACAO;9;SE;Centro;Centro;Crowne Plaza;;R Frei Caneca, 1.360;3289-0985;ConsolaþÒo;;11;4;;153
1500;-46,649783;-23,545570;355030826000058;3550308005012;26;CONSOLACAO;9;SE;Centro;Centro;SESC ConsolaþÒo;Hall de ConvivÛncia;R Dr Vila Nova, 245;3234-3000;ConsolaþÒo;;11;4;;100
8;-46,615948;-23,612004;355030827000030;3550308005044;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Amadeu Amaral;;R JosÚ Cl¾vis Castro s/n;5061-3320;Jardim da Sa·de;04290-10;2;1;1966/10/06;
467;-46,626735;-23,640031;355030827000140;3550308005091;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Museu BotÔnico Dr. JoÒo Barbosa Rodrigues;;Av Miguel EstÚfano,  3.031;5073-6300;Sa·de;;5;2;1942;
889;-46,626843;-23,619347;355030827000002;3550308005044;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Shopping Plaza Sul (Playarte);Sala 1;Pc Leonor Kaupa,100;5058-1462;Sa·de;;7;4;;140
890;-46,626843;-23,619347;355030827000002;3550308005044;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Shopping Plaza Sul (Playarte);Sala 2;Pc Leonor Kaupa,100;5058-1462;Sa·de;;7;4;;263
891;-46,626843;-23,619347;355030827000002;3550308005044;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Shopping Plaza Sul (Playarte);Sala 3;Pc Leonor Kaupa,100;5058-1462;Sa·de;;7;4;;140
892;-46,626843;-23,619347;355030827000002;3550308005044;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Shopping Plaza Sul (Playarte);Sala 4;Pc Leonor Kaupa,100;5058-1462;Sa·de;;7;4;;140
893;-46,626843;-23,619347;355030827000002;3550308005044;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Shopping Plaza Sul (Playarte);Sala 5;Pc Leonor Kaupa,100;5058-1462;Sa·de;;7;4;;140
894;-46,626843;-23,619347;355030827000002;3550308005044;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Shopping Plaza Sul (Playarte);Sala 6;Pc Leonor Kaupa,100;5058-1462;Sa·de;;7;4;;234
1016;-46,624334;-23,604471;355030827000126;3550308005045;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Espaþo Cultural Mater Magistra;;R Vigario Albernaz, 290;5062-9611;Sa·de;;8;4;;150
1297;-46,615132;-23,601413;355030827000115;3550308005045;27;CURSINO;13;IPIRANGA;Sul;Sul 1;Emp¾rio Vergueiro;;R Vergueiro, 6.386;5061-0305;Vila Firmino Pinto;;9;4;;100
123;-46,480025;-23,485919;355030828000102;3550308005139;28;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Leste;Leste 2;Rubens Borba Morais;;R Sampei Sato, 440;6943-5255;Ermelino Matarazzo;03814-00;2;1;1990/05/19;
4;-46,700703;-23,480837;355030829000168;3550308005119;29;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Norte;Norte 2;Afonso Schmidt;;Av Elísio T. Leite, 1.470;3975-2305;Vila Cruz das Almas;02801-00;2;1;1966/04/16;
49;-46,704432;-23,461162;355030829000231;3550308005119;29;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Norte;Norte 2;CEU Jardim Paulistano;;R Encruzilhada do Sul, S/N;;Freguesia do Ë;02816-010;2;1;;
127;-46,700520;-23,486018;355030829000012;3550308005116;29;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Norte;Norte 2;Thales Castanho de Andrade;;R Arthur Fajardo, 447;3975-7439;Freg. do Ë;02963-00;2;1;1965/04/16;
162;-46,699229;-23,501378;355030829000047;3550308005116;29;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Norte;Norte 2;CC Salvador Ligabue (Antiga CC da Freguesia do Ë);;Lg da Matriz, 215;3931-8266;Freguesia do Ë;02925-04;3;1;;
1209;-46,704533;-23,497809;355030829000051;3550308005116;29;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Norte;Norte 2;- Jatoba;;R Sete Barras, 306;3978-6522;Freguesia do Ë;;9;4;;1000
1262;-46,699226;-23,501378;355030829000047;3550308005116;29;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Norte;Norte 2;Casa de Cultura da Freguesia do Ë;;Lg da Matriz, s/n;3931-6383;Freguesia do Ë;;9;4;;250
1537;-46,711497;-23,461026;355030829000231;3550308005119;29;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Norte;Norte 2;CEU Jardim Paulistano;Teatro e Cinema;R Encruzilhada do Sul, s/n;;Freguesia do Ë;02816-010;12;1;;450
9;-46,680251;-23,766963;355030830000600;3550308005280;30;GRAJAU;19;CAPELA DO SOCORRO;Sul;Sul 2;Ana Aurora do Amaral Lisboa - CEU TrÛs Lagos;;Es do Barro Branco, s/n - J. Noronha;5976.5661;Jardim Noronha;;2;1;2003/12/19;
91;-46,659993;-23,742937;355030830000293;3550308005304;30;GRAJAU;19;CAPELA DO SOCORRO;Sul;Sul 2;Narcisa Amßlia Campos - CEU Navegantes;;R Maria Moassab Barbour, s/n;5976.5544/;Graja·;;2;1;2003/12/12;
104;-46,691338;-23,735413;355030830000284;3550308005283;30;GRAJAU;19;CAPELA DO SOCORRO;Sul;Sul 2;Ponto de Leitura Graciliano Ramos;CalcadÒo Cultural do Graja·;R  Prof. Oscar Barreto Filho, 252;3496-9638;Parque AmÚrica;;2;1;2009/06/21;
149;-46,691293;-23,735128;355030830000284;3550308005283;30;GRAJAU;19;CAPELA DO SOCORRO;Sul;Sul 2;Casa de Cultura Palhaço Carequinha;;R Prof. Oscar Barreto Filho, 252;;Graja·;;3;1;;
1540;-46,659993;-23,742937;355030830000293;3550308005304;30;GRAJAU;19;CAPELA DO SOCORRO;Sul;Sul 2;CEU Navegantes;Teatro e Cinema;R Maria Moassab Barbour, s/n;5976.5544/;Graja·;;12;1;;450
1556;-46,680251;-23,766963;355030830000600;3550308005280;30;GRAJAU;19;CAPELA DO SOCORRO;Sul;Sul 2;CEU TrÛs Lagos;Teatro e Cinema;Es do Barro Branco, s/n - J. Noronha;5976.5661;Jardim Noronha;;12;1;;450
64;-46,409366;-23,544176;355030831000058;3550308005264;31;GUAIANASES;28;GUAIANASES;Leste;Leste 2;Cora Coralina;;R Otelo A. Ribeiro, 113;2557-8004;Guaianases;08461-00;2;1;1966/05/21;
582;-46,409366;-23,544176;355030831000058;3550308005264;31;GUAIANASES;28;GUAIANASES;Leste;Leste 2;Biblioteca Cora Coralina;Sala de vÝdeo;R Otelo A. Ribeiro, 113;2557-8004;Guaianases;08461-00;7;1;1966/05/21;80
33;-46,448766;-23,602704;355030833000070;3550308005274;33;IGUATEMI;30;SAO MATEUS;Leste;Leste 2;Camilo Pedro dos Reis - CEU SÒo  Mateus;;R Curumatim, 201 - Pque Boa Esperanca;6732.8154;Parque Boa Esperanþa;;2;1;2003/11/08;
39;-46,426372;-23,609045;355030833000168;3550308005275;33;IGUATEMI;30;SAO MATEUS;Leste;Leste 2;CEU Alto Alegre;;R Bento Guelfi, s/n;2075-1010/12;Jardim Laranjeiras - Iguatemi;08381-001;2;1;;
1519;-46,426372;-23,609045;355030833000168;3550308005275;33;IGUATEMI;30;SAO MATEUS;Leste;Leste 2;CEU Alto Alegre;Teatro e Cinema;R Bento Guelfi, s/n;2075-1010/12;Jardim Laranjeiras - Iguatemi;08381-001;12;1;;450
1552;-46,448766;-23,602704;355030833000070;3550308005274;33;IGUATEMI;30;SAO MATEUS;Leste;Leste 2;CEU SÒo  Mateus;Teatro e Cinema;R Curumatim, 201 - Pque Boa Esperanþa;6732.8154;Parque Boa Esperanca;;12;1;;450
121;-46,601924;-23,587138;355030834000013;3550308005084;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Roberto Santos (Temática em Cinema - inaug. 14-6-2008);;R Cisplatina, 505;2273-2390/2063-0901;Ipiranga;04211-04;2;1;1965/04/03;
435;-46,609172;-23,580816;355030834000009;3550308005019;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Capela Imperial/Casa do Grito;;Parque da IndependÛncia, s/n;2273-4981;Ipiranga;04261-07;5;1;1952;
439;-46,609918;-23,578196;355030834000095;3550308005019;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Espaço Museológico do Monumento - IndependÛcia;;Parque da IndependÛncia, s/n;6168-0012;Ipiranga;04261-07;5;1;1922;
487;-46,609908;-23,587842;355030834000009;3550308005019;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Museu de Zoologia da USP;;Av Nazare, 481;6165-8100;Ipiranga;04333-000;5;2;1940;
496;-46,609373;-23,585431;355030834000009;3550308005019;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Museu Paulista da Universidade de SÒo Paulo (Museu do Ipiranga);;Parque da IndependÛncia, s/n;6165-8000;Ipiranga;04263-000;5;2;1893;
504;-46,609502;-23,592104;355030834000144;3550308005043;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Arquivo da C·ria Mertropolitana de SÒo Paulo;;Av NazarÚ, 993;2272-3644;Ipiranga;;5;4;;
533;-46,601458;-23,582350;355030834000049;3550308005019;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Museu de Arte Mßgica e Iluminismo e PrestidigitaþÒo JoÒo Peixoto do Santos;;R Silva Bueno, 519, conj. 42;6168-7000;Ipiranga;;5;4;1982;
536;-46,598167;-23,597996;355030834000080;3550308005084;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Museu do Aut¾movel de SÒo  Paulo;;R 1822, 1.472;6168-8084;Ipiranga;;5;4;1999;
586;-46,601924;-23,587138;355030834000013;3550308005084;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Biblioteca Roberto Santos;Salas Especiais - Temßtica em Cinema;R Cisplatina, 505;2273-2390/2063-0901;Ipiranga;04211-04;7;1;;101
979;-46,600593;-23,591534;355030834000016;3550308005084;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Casa de Teatro Maria JosÚ de Carvalho;;R Silva Bueno, 1533;8634-2385;Ipiranga;;8;4;;80
1154;-46,609372;-23,589850;355030834000008;3550308005043;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Teatro Maria Imaculada;;Av Nazare, 711;6163-4007;Ipiranga;;8;4;;430
1206;-46,609458;-23,590745;355030834000008;3550308005043;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;Instituto de Artes Unesp;Anfiteatro;R Dom LuÝs Lasanha, 400;2274-4733;Ipiranga;;9;2;;170
1501;-46,607663;-23,583582;355030834000009;3550308005019;34;IPIRANGA;13;IPIRANGA;Sul;Sul 1;SESC Ipiranga;Teatro;R Bom Pastor, 822;3340-2000;Ipiranga;;11;4;;250
10;-46,683738;-23,586442;355030835000059;3550308005050;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Anne Frank;;R Cojuba, 45;3078-6352;Itaim;;2;1;1946/01/25;
260;-46,678469;-23,588491;355030835000060;3550308005050;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Baro Cruz;;R Clodomiro Amazonas, 526/8;3167-0830;Pinheiros;;4;4;;
274;-46,685538;-23,583680;355030835000101;3550308005050;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Casa do Saber;;R Dr Mßrio Ferraz, 414;3707-8900;Jardim Paulistano;;4;4;;
276;-46,680753;-23,599470;355030835000001;3550308005102;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Casa Galeria;;Av Dr Cardoso de Melo, 758;3841-9620;Vila Olimpia;;4;4;;
277;-46,680979;-23,583449;355030835000078;3550308005050;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Casa TriÔngulo;;R Paes de Ara·jo, 77;3167-5621;Itaim Bibi;;4;4;;
287;-46,683818;-23,583444;355030835000078;3550308005050;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Companhia das Artes;;R Adolfo Tabacow, 144;3168-2121;Itaim Bibi;;4;4;;
289;-46,689042;-23,591194;355030835000035;3550308005050;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Daslu - N·cleo Vivo da Arte;;Av Chedid Jafet, 131;3841-4000;Vila Olimpia;;4;4;;
310;-46,675941;-23,579243;355030835000131;3550308005051;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Espaço Paulo Mitchell;;R da Mata, 70;3079-0333;Itaim Bibi;;4;4;;
315;-46,676692;-23,590054;355030835000063;3550308005102;35;ITAIM BIBI;11;PINHEIROS;Oeste;Oeste;Estádio Buck;;R Lopes do Amaral, 123;3044-4575;Vila Olimpia;;4;4;;
